ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
45655555,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,270410 km,4.0,Automatic,Front,04-May,Left wheel,White,12,941
45810207,1051,CHEVROLET,Malibu,2016,Sedan,Yes,Petrol,2.4,155763 km,4.0,Automatic,Front,04-May,Left wheel,White,4,24283
45798149,893,HYUNDAI,Elantra,2008,Sedan,Yes,Diesel,1.6,209973 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,10635
45729750,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,29308 km,4.0,Automatic,Front,04-May,Left wheel,White,4,42692
45802268,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,144000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,28391
45769778,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672 km,4.0,Automatic,Front,04-May,Left wheel,White,12,1882
45810119,687,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.6,60000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,12570
45813738,917,BMW,535,2013,Sedan,Yes,Hybrid,3,195941 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,12701
45781650,-,MERCEDES-BENZ,E 350 4 Matic AMG Packag,2008,Sedan,Yes,LPG,3.5,210000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,8,24462
45728698,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,92728 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,35043
45787726,-,VOLKSWAGEN,Golf,1993,Hatchback,No,Diesel,1.9 Turbo,237580 km,4.0,Manual,Front,04-May,Left wheel,Green,4,2800
45771300,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,188
45802768,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,39138 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28225
45808344,-,UAZ,31514,1990,Pickup,No,Petrol,2,500000 km,4.0,Manual,4x4,04-May,Left wheel,Black,0,2700
45646488,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,1098
45802998,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,81000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,39891
45801518,-,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,22560 km,8.0,Variator,Front,04-May,Left wheel,White,8,15000
45234716,639,FORD,Focus,2014,Sedan,No,Petrol,2,81000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,12544
45758382,862,VOLKSWAGEN,Passat,2011,Sedan,Yes,Petrol,2.5,107000 km,5.0,Tiptronic,Front,04-May,Left wheel,White,8,16621
45802761,911,MERCEDES-BENZ,Viano,2010,Minivan,Yes,Diesel,2.2 Turbo,177000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Silver,8,40142
45713004,1024,VOLKSWAGEN,Jetta,2010,Sedan,Yes,Petrol,2.5,110000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6,12544
44986777,-,AUDI,Q7,2010,Jeep,Yes,Diesel,4.2 Turbo,178000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12,49550
45720420,810,VOLKSWAGEN,Jetta სპორტ,2016,Sedan,Yes,Petrol,1.8 Turbo,45707 km,4.0,Manual,Front,04-May,Left wheel,Grey,6,21000
45729656,528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,83147 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28830
45732165,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,150415 km,4.0,Automatic,Front,04-May,Left wheel,White,4,41632
45617872,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,237158 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,157
45783927,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,150000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,7213
43995670,1405,BMW,X5,2009,Jeep,Yes,Petrol,3,107000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,24462
45784566,475,CHEVROLET,Volt,2012,Sedan,Yes,Plug-in Hybrid,1.4,140000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,12,22580
45784158,-,CHEVROLET,Camaro,2011,Jeep,Yes,Petrol,3.6,84800 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Red,8,36065
45665470,-,VOLKSWAGEN,Jetta,2006,Sedan,No,Petrol,1.6,253000 km,4.0,Manual,Front,04-May,Left wheel,White,6,6586
45771913,640,FORD,Fusion,2013,Sedan,Yes,Petrol,2,134982 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,15681
45804681,-,OPEL,Omega 1,1995,Goods wagon,No,Petrol,2,700000 km,1.0,Manual,Rear,04-May,Left wheel,Green,0,1500
45792111,919,KIA,Cadenza,2012,Sedan,Yes,Petrol,3,61463 km,6.0,Automatic,Front,04-May,Left wheel,Silver,4,17876
45741948,585,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8,120000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12,30734
45786764,-,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,2,237000 km,4.0,Manual,Rear,04-May,Left wheel,Silver,2,6272
45796826,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,129841 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,41629
45810051,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,43578 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,39615
45770443,-,VAZ,2107,2005,Sedan,No,Petrol,1.7,125000 km,4.0,Manual,Rear,04-May,Left wheel,White,0,4400
45810374,584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,87538 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,78
45803096,1176,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.2,15936 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,73633
45811596,1694,MERCEDES-BENZ,G 550,2016,Jeep,Yes,Petrol,4,34960 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,549
45758205,-,HYUNDAI,Veloster,2011,Hatchback,No,Petrol,1.6,115200 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Orange,12,15681
45809797,707,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,2,52715 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,9261
45814807,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,52142 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,549
45811890,-,HONDA,Civic,2003,Sedan,No,CNG,3,19900 km,6.0,Tiptronic,Front,04-May,Right-hand drive,Black,6,6272
45791866,707,MITSUBISHI,Outlander,2011,Jeep,Yes,Petrol,2,86000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,19757
45793171,397,CHEVROLET,Matiz,2011,Sedan,Yes,Petrol,1,38799 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,7213
44739429,-,VOLKSWAGEN,Crafter 2.5 TDI,2009,Microbus,Yes,Diesel,2.5 Turbo,135000 km,4.0,Manual,Rear,04-May,Left wheel,White,4,68994
45766454,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,89064 km,4.0,Automatic,Front,04-May,Left wheel,White,12,6115
45775681,-,OPEL,Vectra,2003,Sedan,Yes,Diesel,3,199000 km,6.0,Tiptronic,Front,04-May,Left wheel,Grey,16,8781
45798726,528,NISSAN,Juke,2014,Jeep,No,Petrol,1.6 Turbo,17600 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10,21953
45774209,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,1254
45815007,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200870 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,4077
45480524,-,HONDA,Cr-v,2000,Jeep,Yes,CNG,2,1346320 km,4.0,Automatic,4x4,04-May,Left wheel,White,4,8781
45646554,1055,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,3.5,192533 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,5175
45692586,-,TOYOTA,Prius BLUG-IN,2012,Hatchback,No,Plug-in Hybrid,1.8,108773 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10,21012
45800885,-,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,160000 km,4.0,Automatic,Front,04-May,Left wheel,White,6,15900
45809964,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,155465 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,29762
45808877,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,80000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,81808
45644991,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,363059 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,1490
45802213,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,94000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,39559
45757416,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,282
45762234,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,110958 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,220
45816156,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,216118 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,549
45809559,831,HONDA,FIT,2018,Hatchback,Yes,Petrol,1.5,8000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,60502
45732561,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,91393 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,10976
45801504,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,56378 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,25729
45646897,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4.0,Automatic,Front,04-May,Left wheel,White,12,5488
45507386,-,MERCEDES-BENZ,A 160,2000,Hatchback,No,Petrol,1.6,1000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,4,2850
45695160,640,BMW,528,2013,Sedan,Yes,Petrol,2.0 Turbo,82000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12,27598
45782197,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,180000 km,4.0,Variator,Front,04-May,Left wheel,Black,8,15994
45802281,-,VOLKSWAGEN,Passat,2006,Sedan,Yes,Petrol,2.0 Turbo,0 km,8.0,Automatic,Front,04-May,Left wheel,Silver,8,8311
45808240,-,NISSAN,Juke,2014,Jeep,No,Petrol,1.6 Turbo,56000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,6,24148
45776068,702,KIA,RIO,2009,Sedan,No,Petrol,1.4,147600 km,4.0,Manual,Front,04-May,Left wheel,Silver,4,10349
45816620,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,64723 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,1333
45788289,-,OPEL,Vectra c,2005,Sedan,No,Petrol,2.2,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,9722
45776755,1236,HONDA,FIT NAVI PREMIUM,2011,Hatchback,No,Hybrid,1.3,99000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Silver,4,8148
45787028,-,KIA,Sportage,2012,Jeep,No,Petrol,2.4,136000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,10,25716
45677203,473,FIAT,500L,2014,Hatchback,No,Petrol,1.4 Turbo,57500 km,4.0,Automatic,Front,04-May,Left wheel,Red,6,18503
45768665,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,116869 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
45759169,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,71104 km,4.0,Automatic,Front,04-May,Left wheel,White,4,14113
45155294,584,HYUNDAI,Elantra 2014,2014,Sedan,No,Petrol,1.8,120000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10,15681
45649074,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,55403 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0,7527
45782059,-,FORD,Mustang,2015,Coupe,Yes,Petrol,2.3 Turbo,48000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Black,8,34497
45813679,502,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,118240 km,4.0,Automatic,Front,04-May,Left wheel,White,0,5018
45793331,551,CHEVROLET,Spark,2017,Sedan,Yes,Petrol,1,33118 km,4.0,Automatic,Front,04-May,Left wheel,White,4,13172
45813397,1018,BMW,X5,2011,Jeep,Yes,Petrol,3,196330 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,188
45812778,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,45371 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,16308
45773271,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,784
45815359,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12,47
45518056,585,TOYOTA,Prius plug-in,2013,Hatchback,No,Plug-in Hybrid,1.8,120681 km,4.0,Automatic,Front,04-May,Left wheel,White,8,13015
45803984,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,29709 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,58507
45809111,866,FORD,Mustang,2015,Cabriolet,Yes,Petrol,2.3,70313 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,86142
45811318,-,OPEL,Vectra,1997,Sedan,No,Petrol,1.6,15000 km,4.0,Manual,Front,04-May,Left wheel,Beige,2,4547
45798343,-,MERCEDES-BENZ,S 320,2001,Sedan,Yes,Petrol,3.2,235000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,8,3763
45724383,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,208000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8,14269
45732757,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,126799 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,16894
45815011,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,312786 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,392
45793447,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,59136 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,4077
45794092,-,MITSUBISHI,Pajero IO,2001,Jeep,No,Petrol,2,25000 km,4.0,Manual,4x4,04-May,Left wheel,Black,0,9722
45681851,530,FORD,Fusion,2013,Sedan,No,Petrol,1.6 Turbo,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8,17562
45755529,707,DODGE,Caliber,2011,Hatchback,Yes,Petrol,2,168166 km,4.0,Automatic,Front,04-May,Left wheel,Orange,12,1646
45134541,-,CHEVROLET,Volt,2011,Hatchback,Yes,Plug-in Hybrid,1.4,217600 km,4.0,Automatic,Front,04-May,Left wheel,White,12,22894
45794120,-,TOYOTA,Camry,2014,Sedan,No,Hybrid,2.4,0 km,6.0,Automatic,Front,04-May,Left wheel,Black,6,80
45755091,505,FORD,Fusion,2018,Sedan,Yes,Hybrid,2,28813 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,10192
45656182,746,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,173213 km,4.0,Automatic,Front,04-May,Left wheel,White,12,6586
45767818,-,BMW,330,2001,Coupe,Yes,Petrol,3,330000 km,6.0,Manual,Rear,02-Mar,Left wheel,Blue,4,10036
45788453,-,MERCEDES-BENZ,C 300,2009,Sedan,Yes,Petrol,3,130000 km,6.0,Tiptronic,Front,04-May,Left wheel,White,0,18817
45586211,810,VOLKSWAGEN,Passat,2016,Sedan,No,Petrol,1.8 Turbo,38000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10,24775
45798308,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,29864 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,18503
45813025,-,CHEVROLET,Volt,2015,Hatchback,No,Plug-in Hybrid,1.4,65000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,27911
45771553,640,KIA,Avella,2013,Sedan,Yes,Petrol,2,265618 km,4.0,Automatic,Front,04-May,Left wheel,White,12,1176
45770099,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,23521
45798311,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31006 km,4.0,Automatic,Front,04-May,Left wheel,White,4,18503
45661418,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12,941
45801893,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,58515 km,4.0,Automatic,Front,04-May,Left wheel,White,4,34074
45655035,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,314
45732945,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,401021 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,11604
45794848,-,HYUNDAI,Veloster,2013,Sedan,Yes,Petrol,1.6 Turbo,73600 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,6,19444
45809990,-,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,74000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,55823
45815919,612,CHEVROLET,Volt,2010,Hatchback,Yes,Plug-in Hybrid,1.4,84000 km,4.0,Automatic,Front,04-May,Left wheel,White,10,21953
45781933,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,154000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,11133
45773847,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,332243 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,3607
45811056,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,102379 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,627
43424507,798,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,2.1,110000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,84675
45804206,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,212079 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,25591
45771066,934,NISSAN,Altima,2015,Sedan,Yes,Petrol,2.5,160795 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,470
45811602,1360,MERCEDES-BENZ,GL 450,2013,Jeep,Yes,Petrol,4.6,119635 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,12,862
45816019,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,106611 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
45816551,-,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2,250000 km,4.0,Manual,Front,02-Mar,Left wheel,Green,8,4077
45811311,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,282280 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,470
45416765,-,HYUNDAI,Sonata S,2013,Sedan,No,Petrol,1.8,88600 km,4.0,Automatic,Front,04-May,Left wheel,White,6,18033
45523575,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,46733 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,549
45314858,-,MERCEDES-BENZ,S 500,2010,Sedan,Yes,Petrol,5,125000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,52373
45809023,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,91751 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,22840
45416364,639,FORD,Focus,2014,Sedan,Yes,Petrol,2,121600 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10,12858
45772281,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,7683
45774170,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,314
45797786,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,112243 km,4.0,Automatic,Front,04-May,Left wheel,White,4,19121
45803901,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,118129 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,23414
45760082,-,MERCEDES-BENZ,ML 280,2009,Jeep,Yes,Diesel,3.0 Turbo,158000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8,34494
45660813,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,392
45776194,-,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,102400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,19444
45322410,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,45000 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,6,49237
45801378,-,BMW,750,2006,Sedan,Yes,Petrol,4.8,249600 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12,12231
45797365,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,190000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28423
45649850,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,243467 km,8.0,Automatic,4x4,04-May,Left wheel,White,0,627
45641974,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12,3136
45733147,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,291437 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,11604
45727624,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,72030 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,28830
