CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
712863183,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018.0,829,9189.0,0.844,13819,114,0.81,0.083,Existing Customer
716201133,35,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,1476.0,0,1476.0,0.592,4279,76,0.767,0.0,Existing Customer
720193533,41,M,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071.0,1043,4028.0,0.667,3358,62,0.722,0.206,Existing Customer
771455508,60,F,0,College,Single,Less than $40K,Blue,48,5,1,3,1438.3,0,1438.3,0.653,4104,83,0.729,0.0,Existing Customer
772776033,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,Existing Customer
711191808,39,M,0,Graduate,Single,$80K - $120K,Gold,32,3,1,4,34516.0,1793,32723.0,0.545,4256,82,0.783,0.052,Existing Customer
713639958,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087,Existing Customer
801709308,44,F,4,Uneducated,Married,Unknown,Blue,38,6,1,2,5366.0,968,4398.0,0.992,4558,56,0.75,0.18,Existing Customer
714902283,43,M,0,High School,Married,$80K - $120K,Blue,36,5,3,3,7866.0,0,7866.0,0.747,2843,53,0.828,0.0,Existing Customer
711638658,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650.0,1929,6721.0,0.777,2878,63,1.032,0.223,Existing Customer
714435408,57,M,3,High School,Single,$80K - $120K,Blue,38,4,3,1,12663.0,1028,11635.0,0.791,3297,54,0.688,0.081,Existing Customer
788835408,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.464,0.0,Attrited Customer
714351558,64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,2,1,1829.0,0,1829.0,0.576,3950,65,0.548,0.0,Existing Customer
712546233,51,F,3,Unknown,Single,Less than $40K,Blue,39,5,1,3,2990.0,0,2990.0,0.598,4065,76,0.767,0.0,Existing Customer
721189008,41,M,4,Graduate,Married,$80K - $120K,Blue,27,4,2,4,12270.0,0,12270.0,0.543,4578,67,0.811,0.0,Existing Customer
779252283,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,2712.0,2411,301.0,0.844,5201,82,0.907,0.889,Existing Customer
819376683,54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,28570.0,2027,26543.0,0.749,15130,102,0.759,0.071,Existing Customer
771224358,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028.0,0,2028.0,0.823,4030,78,0.733,0.0,Existing Customer
767049258,44,M,4,High School,Single,$120K +,Blue,37,5,3,3,8396.0,1672,6724.0,0.602,1475,35,0.75,0.199,Existing Customer
716245833,62,M,1,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,2856.0,2517,339.0,0.615,4473,67,0.489,0.881,Existing Customer
708451233,46,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,3,4,5090.0,1650,3440.0,0.58,3707,72,0.44,0.324,Existing Customer
719051733,63,M,0,College,Single,$60K - $80K,Blue,51,4,2,1,2706.0,889,1817.0,0.73,5047,64,0.882,0.329,Existing Customer
713220258,65,F,0,High School,Married,Unknown,Blue,36,4,3,2,8138.0,2104,6034.0,0.837,1299,29,0.812,0.259,Existing Customer
715736283,55,F,4,Doctorate,Single,Less than $40K,Blue,44,3,1,1,1912.0,0,1912.0,0.783,4666,98,0.719,0.0,Existing Customer
773140683,51,M,0,Unknown,Married,$60K - $80K,Blue,43,4,1,2,3797.0,1202,2595.0,0.695,4191,65,0.757,0.317,Existing Customer
788760633,53,M,3,Uneducated,Divorced,$60K - $80K,Blue,33,4,2,2,13513.0,1495,12018.0,0.505,3503,68,0.511,0.111,Existing Customer
708671733,48,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3,3,2072.0,1499,573.0,0.598,4091,71,0.651,0.723,Existing Customer
719686458,37,M,3,Graduate,Married,$40K - $60K,Blue,36,6,4,1,3908.0,1629,2279.0,0.775,1903,30,0.5,0.417,Existing Customer
715976433,42,M,3,High School,Unknown,Less than $40K,Blue,31,4,2,4,7802.0,1885,5917.0,0.643,4212,75,0.744,0.242,Existing Customer
709585758,41,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516.0,0,34516.0,0.791,4004,86,0.755,0.0,Existing Customer
778228458,52,F,3,Uneducated,Single,Less than $40K,Blue,42,2,3,3,2510.0,1928,582.0,1.043,4943,70,0.489,0.768,Existing Customer
717134058,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018.0,1131,3887.0,0.624,4028,81,0.8,0.225,Existing Customer
790112133,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623.0,1647,976.0,0.735,4388,83,0.804,0.628,Existing Customer
719006508,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763.0,1913,850.0,0.598,4136,69,0.568,0.692,Existing Customer
709012083,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683.0,2514,2169.0,0.58,2010,45,0.731,0.537,Existing Customer
711862533,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258.0,2000,258.0,0.611,2500,42,0.68,0.886,Attrited Customer
709893858,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422.0,2108,7314.0,0.891,4633,58,0.611,0.224,Attrited Customer
712048008,56,F,4,High School,Single,$40K - $60K,Blue,44,3,2,2,2610.0,1988,622.0,0.576,4127,69,0.533,0.762,Existing Customer
755953308,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,4,2644.0,2207,437.0,0.866,1194,30,0.765,0.835,Existing Customer
789588933,44,M,2,Graduate,Married,$60K - $80K,Blue,37,1,1,1,1787.0,0,1787.0,0.609,3912,79,0.975,0.0,Existing Customer
767695083,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0,Existing Customer
709104333,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516.0,891,33625.0,0.926,2687,64,0.778,0.026,Existing Customer
715644633,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,1,1528.0,820,708.0,0.908,5212,88,0.833,0.537,Existing Customer
711781233,53,F,3,Graduate,Married,Unknown,Blue,45,6,1,3,1882.0,0,1882.0,0.8,5221,87,0.891,0.0,Existing Customer
787621158,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,491,5751.0,1.054,2187,59,0.405,0.079,Existing Customer
716682258,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945.0,1591,30354.0,0.711,3650,62,0.676,0.05,Existing Customer
709513458,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833,7718.0,1.675,3213,52,1.476,0.192,Existing Customer
720917808,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100.0,950,1150.0,0.764,2623,74,1.114,0.452,Existing Customer
719091333,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,Existing Customer
720093333,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,6,1,3,3491.0,2506,985.0,0.873,4855,79,0.58,0.718,Existing Customer
