CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
721036233,61,M,0,High School,Married,$60K - $80K,Blue,36,4,3,3,9172,1567,7605,1.451,1836,42,0.75,0.171,
710773533,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435,1595,840,0.691,5268,88,0.66,0.655,
708378108,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147,771,1376,0.69,4631,76,0.767,0.359,
798158808,53,F,1,College,Single,$40K - $60K,Blue,47,5,3,2,6605,1479,5126,0.739,2017,47,0.679,0.224,
711768858,55,M,2,High School,Married,$80K - $120K,Blue,36,3,2,3,6514,2258,4256,0.785,1383,20,1.857,0.347,
720634683,48,F,2,College,Married,Unknown,Blue,37,5,2,4,2220,0,2220,0.737,2456,45,0.452,0,
716671983,38,M,0,High School,Single,$80K - $120K,Blue,29,3,3,2,5983,1885,4098,0.601,4141,65,0.711,0.315,
719838558,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131,1484,3647,0.75,7432,92,0.559,0.289,
710456658,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080,1799,281,0.651,5130,82,0.864,0.865,
720446508,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721,1037,684,0.721,2681,57,0.727,0.603,
719174433,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735,0,1735,0.74,2467,35,0.346,0,
713339283,54,M,3,Unknown,Married,$60K - $80K,Blue,39,4,3,4,6348,798,5550,1.042,4135,71,0.972,0.126,
715360458,45,F,3,Graduate,Divorced,Unknown,Blue,36,2,3,2,12406,1980,10426,0.791,8113,90,0.5,0.16,
713541033,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,587,0.775,4571,85,0.848,0.726,
809937933,42,F,3,Graduate,Married,$40K - $60K,Blue,37,4,3,2,2470,2013,457,0.97,4384,82,1,0.815,
717958833,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535,700,835,2.282,1848,25,1.083,0.456,
827643858,45,F,2,Unknown,Single,Less than $40K,Blue,41,6,2,2,5596,0,5596,0.833,3212,64,0.422,0,
711006783,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484,2149,335,0.669,1200,28,0.647,0.865,
720362058,57,M,2,Uneducated,Single,$60K - $80K,Silver,49,4,3,3,32182,0,32182,0.52,1937,46,0.704,0,
717072108,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3,2,2762,0,2762,0.684,2571,44,0.419,0,
798972183,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32,
717646983,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214,424,2790,0.877,2720,53,0.71,0.132,
770024733,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0,
711275433,47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873,0,18873,0.636,2021,38,0.52,0,
713247408,51,F,3,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,1750,813,937,0.76,4333,68,0.7,0.465,
716345283,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712,1920,2792,0.596,4277,66,0.571,0.407,
718452633,35,F,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931,0,1931,0.695,2569,46,0.394,0,
713447583,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816,0.824,5480,58,0.933,0.531,
713005908,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255,1733,522,0.903,4772,83,0.729,0.769,
779400183,42,M,3,Graduate,Single,$60K - $80K,Blue,31,3,3,4,2934,2517,417,0.868,2484,55,0.774,0.858,
709993158,46,F,2,Graduate,Married,Less than $40K,Blue,31,5,2,0,2330,1584,746,0.78,3917,71,0.651,0.68,
718970058,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746,1168,29578,0.653,1519,43,0.72,0.038,
716075208,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561,2029,2532,0.768,1874,38,0.52,0.445,
718565733,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,2,4,3653,1769,1884,0.825,4423,67,0.763,0.484,
716791908,43,M,1,College,Married,$80K - $120K,Blue,23,5,2,1,14566,1045,13521,0.417,4480,77,0.791,0.072,
717255333,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921,0,6921,0.824,2729,44,0.467,0,
714390858,48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645,931,6714,0.894,5016,73,0.622,0.122,
712434708,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302,2517,785,0.705,2682,47,0.516,0.762,
712627083,38,M,4,Uneducated,Married,$80K - $120K,Blue,25,5,2,4,5768,0,5768,0.924,9867,78,0.902,0,
720563958,48,F,3,Post-Graduate,Married,Unknown,Blue,38,6,1,3,4025,0,4025,0.887,4445,92,0.673,0,
717603858,54,M,3,College,Single,$40K - $60K,Blue,42,1,2,1,5608,1775,3833,0.522,4325,77,0.75,0.317,
711675108,43,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075,2189,1886,0.695,3956,71,0.732,0.537,
713334483,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766,0,8766,0.702,2263,35,0.522,0,
719462433,42,F,5,Graduate,Single,Less than $40K,Blue,36,4,2,2,8464,1002,7462,0.598,4227,92,0.84,0.118,
721468533,59,M,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265,1412,10853,0.643,7470,82,0.783,0.115,
788485908,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,2,3,6224,0,6224,0.738,1463,34,0.889,0,
712876233,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272,1515,3757,0.857,1289,33,0.435,0.287,
778860783,57,M,2,Unknown,Divorced,$120K +,Blue,38,1,2,4,24379,1116,23263,0.62,2836,41,0.281,0.046,
716981358,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107,941,1166,0.975,4858,73,0.738,0.447,
709485033,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,0.489,
708462258,51,F,1,High School,Married,Less than $40K,Blue,38,1,1,2,5189,1171,4018,0.732,16563,94,0.741,0.226,
715987758,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,
718038483,42,M,3,Uneducated,Single,$80K - $120K,Blue,35,5,1,4,16054,0,16054,0.446,3449,75,0.705,0,
788959758,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148,561,8587,0.774,3451,59,0.967,0.061,
788874333,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,1,4,15631,1305,14326,0.668,4313,67,0.914,0.083,
771220758,40,F,3,Doctorate,Single,Unknown,Blue,27,1,1,2,2896,2100,796,0.728,4614,83,0.694,0.725,
779491908,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644,1391,7253,0.896,4272,59,0.686,0.161,
779486433,46,F,5,Unknown,Single,Less than $40K,Blue,28,3,2,3,2424,2169,255,0.613,4209,76,0.767,0.895,
720206658,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479,458,1021,0.466,1811,44,0.517,0.31,
717026658,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897,0,1897,0.645,2866,47,0.469,0,
713287608,54,F,3,High School,Married,Less than $40K,Blue,41,5,4,4,3161,1220,1941,0.82,2412,62,0.824,0.386,
771217758,44,F,2,High School,Single,Less than $40K,Blue,31,3,2,3,4182,2028,2154,0.658,16920,114,0.606,0.485,
718496283,42,F,1,College,Single,Unknown,Silver,31,6,2,3,30770,2228,28542,0.712,15998,121,0.704,0.072,
708324483,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548,0,1548,0.664,4420,71,0.775,0,
711196458,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621,580,1041,0.421,1893,41,0.171,0.358,
717307158,48,F,3,Unknown,Single,Less than $40K,Blue,36,2,1,3,1853,1314,539,0.925,5331,79,0.612,0.709,
709709283,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458,321,3137,0.586,2256,40,0.29,0.093,
709017258,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114,0,2114,0.875,2872,45,0.5,0,
708948483,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516,761,33755,0.838,8444,68,0.744,0.022,
711456108,46,F,4,Unknown,Married,$40K - $60K,Blue,39,5,3,3,1438.3,819,619.3,0.786,2488,44,0.692,0.569,
712815858,57,F,1,High School,Single,Less than $40K,Blue,45,5,2,4,5330,0,5330,0.515,3525,79,0.837,0,
711274458,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.73,2478,45,0.552,0,
712644483,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229,1217,19012,0.741,4270,62,0.55,0.06,
718292283,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,1446,0.804,8254,75,0.596,0.577,
711655683,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,4,2,4,25991,0,25991,0.639,2996,62,0.879,0,
789964983,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569,0,9569,0.598,1724,35,0.25,0,
715776033,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135,0,3135,0.572,4116,68,0.7,0,
711119358,38,M,3,Unknown,Married,$60K - $80K,Blue,31,6,1,2,2014,896,1118,1.055,2460,52,0.857,0.445,
720961383,47,F,3,Uneducated,Single,Unknown,Blue,36,2,3,4,2952,0,2952,0.82,2907,60,0.875,0,
753642933,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,1365,1363,0.648,4293,83,0.976,0.5,
711226758,51,F,1,College,Divorced,Less than $40K,Blue,42,3,2,3,4002,1669,2333,0.702,2024,53,1.12,0.417,
713508333,43,F,4,College,Unknown,Less than $40K,Blue,33,5,4,3,1884,1216,668,0.945,4591,85,0.735,0.645,
710858658,48,F,4,Doctorate,Divorced,Less than $40K,Silver,38,2,1,2,10610,0,10610,0.664,15050,108,0.742,0,
709558608,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,779,0.638,7345,73,0.738,0.726,
711039633,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594,0,1594,0.472,4653,65,0.667,0,
711116133,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838,0,1838,0.743,2461,47,1.136,0,
713585958,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997,0,5997,0.406,1457,42,0.5,0,
711764733,41,F,4,Uneducated,Unknown,$40K - $60K,Silver,36,3,2,3,19704,0,19704,0.682,7766,81,0.62,0,
714119283,42,F,2,Unknown,Single,$40K - $60K,Blue,34,3,3,3,2516,0,2516,0.53,2257,51,0.545,0,
712624383,52,M,4,College,Single,$80K - $120K,Silver,41,1,1,2,34516,1701,32815,0.715,7707,99,0.5,0.049,
799020258,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,2,1,2,16553,0,16553,0.488,4797,82,0.907,0,
713011683,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239,0,11239,0.32,2055,43,0.162,0,
715522233,45,F,3,Doctorate,Single,Less than $40K,Blue,27,1,6,3,2917,1523,1394,0.724,4878,92,0.804,0.522,
780689733,65,M,0,Unknown,Single,Unknown,Blue,56,3,2,2,11332,633,10699,1.514,2758,56,1.24,0.056,
715074258,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930,0,3930,0.758,2067,42,0.355,0,
714241083,49,F,1,Graduate,Married,Unknown,Blue,39,1,1,3,5455,2091,3364,0.748,4349,58,0.812,0.383,
712973733,58,M,4,Graduate,Married,$60K - $80K,Blue,36,3,2,2,14607,1480,13127,0.346,1393,38,0.462,0.101,
714816258,37,M,2,Graduate,Single,$60K - $80K,Blue,36,4,2,2,7638,947,6691,0.682,2336,58,0.611,0.124,
717093858,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154,1490,664,0.727,3664,63,0.853,0.692,
719679858,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848,1468,1380,0.517,1135,27,0.421,0.515,
827442858,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3,1,8111,2051,6060,0.999,3719,69,0.643,0.253,
720748608,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575,0,3575,0.843,7672,66,0.737,0,
714868608,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021,1530,1491,0.731,4105,76,0.767,0.506,
710081208,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935,0,4935,0.713,7886,64,0.882,0,
717670758,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030,1327,3703,0.803,2523,71,0.775,0.264,
718024908,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743,1705,1038,0.605,6993,97,0.54,0.622,
714212358,38,F,3,High School,Single,Unknown,Blue,36,1,3,2,5260,1706,3554,0.359,2142,57,0.676,0.324,
711340233,46,F,0,Graduate,Single,Unknown,Blue,34,6,1,2,9216,2059,7157,0.763,3630,78,0.56,0.223,
716136333,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212,2517,1695,0.718,2725,41,0.519,0.598,
715612983,65,F,1,Graduate,Single,Unknown,Blue,55,5,2,4,6463,1660,4803,0.995,2336,49,1.722,0.257,
709366458,43,F,3,College,Married,Less than $40K,Blue,36,3,2,4,2227,1394,833,1.481,1972,41,0.864,0.626,
709085358,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3,3,4,2601,1817,784,0.663,2542,67,0.675,0.699,
711741708,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591,0,7591,0.648,2302,42,0.5,0,
713021208,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516,0,34516,0.399,1353,40,0.212,0,
799468083,51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467,1146,10321,1.018,14373,97,0.764,0.1,
788618208,42,F,5,Unknown,Single,Less than $40K,Blue,30,2,3,3,8325,0,8325,0.823,8198,90,0.915,0,
718103733,41,F,4,Unknown,Married,Less than $40K,Blue,31,4,3,4,2934,933,2001,0.898,4253,66,0.737,0.318,
752604633,57,M,2,College,Married,$40K - $60K,Blue,50,2,5,3,6462,0,6462,0.856,761,17,0.214,0,
771688983,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252,1811,441,0.68,4201,68,1.125,0.804,
789791808,43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,7139,1512,5627,1.106,14802,112,0.75,0.212,
710607408,37,F,3,High School,Single,Unknown,Blue,28,3,1,4,18570,1524,17046,1.385,3999,96,0.846,0.082,
806908608,46,F,2,Unknown,Married,Less than $40K,Blue,41,5,2,3,1438.3,0,1438.3,0.691,3942,78,1.229,0,
711423558,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,4,1,2,4606,0,4606,0.857,4181,63,1.032,0,
711854808,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,34516,0.965,4734,57,0.541,0,
709410033,56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,1,1,4731,831,3900,0.96,14952,118,0.788,0.176,
711249858,49,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,2,29890,0,29890,0.64,3315,47,0.382,0,
789008508,44,M,4,College,Married,$80K - $120K,Blue,31,2,1,1,3472,1687,1785,0.645,13999,119,0.725,0.486,
779279883,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0,
713980383,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025,0,11025,0.501,1902,28,0.273,0,
720426708,56,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,8512,0,8512,1.038,811,27,1.25,0,
711365133,43,M,1,Unknown,Single,$60K - $80K,Blue,31,4,3,1,2283,1470,813,0.935,5100,76,0.689,0.644,
778908783,52,M,3,College,Married,$80K - $120K,Blue,33,3,3,4,27751,1018,26733,0.426,1427,25,0.667,0.037,
709246683,62,M,1,Unknown,Single,Unknown,Blue,36,5,1,1,18457,2248,16209,0.578,3603,69,0.643,0.122,
721385433,64,M,0,Unknown,Married,Less than $40K,Blue,51,3,3,4,2787,1201,1586,0.372,1662,39,0.625,0.431,
720729108,32,F,0,Unknown,Single,Less than $40K,Blue,17,1,2,1,4445,1080,3365,0.84,5373,87,0.776,0.243,
719229708,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969,838,4131,0.591,1489,32,0.455,0.169,
773275083,49,F,3,College,Married,Unknown,Blue,37,2,3,0,3085,966,2119,0.777,4765,79,0.646,0.313,
779016408,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229,1791,438,1.139,1583,32,0.6,0.803,
711128433,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949,829,10120,0.749,7685,91,0.596,0.076,
713529858,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,1383,14195,0.794,2492,71,0.614,0.089,
717915783,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541,1037,3504,0.825,2829,44,0.467,0.228,
719894433,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679,951,728,0.706,2492,43,0.593,0.566,
708776658,54,M,2,Unknown,Married,$80K - $120K,Blue,43,6,3,2,5774,1519,4255,0.458,4444,70,0.667,0.263,
720071583,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151,800,6351,0.986,854,22,0.375,0.112,
712634133,54,F,2,Graduate,Married,Less than $40K,Blue,45,5,2,4,2683,1671,1012,0.784,1406,37,0.423,0.623,
816600933,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,14501,0,14501,0.854,1031,25,0.389,0,
812420358,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261,
712916958,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,12494,0,12494,0.576,7026,69,0.917,0,
767376483,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893,0,1893,0.691,5176,91,0.784,0,
772353408,43,F,5,Unknown,Single,$40K - $60K,Blue,33,4,3,4,5330,1161,4169,0.558,1441,43,0.387,0.218,
787570758,35,M,2,Uneducated,Married,$120K +,Blue,26,3,3,4,2944,1596,1348,0.737,2070,44,0.467,0.542,
771735933,48,M,2,High School,Married,$80K - $120K,Blue,36,2,1,1,10761,1722,9039,0.7,4731,82,0.783,0.16,
710812533,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.602,1987,46,0.586,0.004,
713845083,41,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,4203,2517,1686,0.771,1489,43,0.536,0.599,
771649083,63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257,1021,9236,0.467,1508,30,0.429,0.1,
715596783,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895,1146,749,0.685,4333,72,0.714,0.605,
716387733,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1484,4178,0.434,1693,25,0.25,0.262,
721246833,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953,1089,864,0.859,4636,70,0.707,0.558,
818923158,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145,1207,938,0.521,1275,31,0.476,0.563,
788620083,50,F,3,Graduate,Single,Less than $40K,Blue,41,2,2,2,2382,1419,963,0.78,4563,89,0.712,0.596,
716580033,53,M,3,High School,Married,$120K +,Blue,36,3,1,3,21178,1796,19382,1.182,1872,59,1.107,0.085,
779422458,31,F,1,Unknown,Divorced,Less than $40K,Blue,13,2,2,3,3533,1206,2327,0.859,16339,120,0.579,0.341,
711658758,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,1101,968,0.741,7307,82,0.745,0.532,
719775408,41,F,4,High School,Single,Unknown,Blue,36,4,2,3,1438.3,0,1438.3,0.585,5020,85,0.7,0,
717368208,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723,0,26723,0.716,2138,43,0.593,0,
710178558,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516,2517,31999,0.956,9314,89,0.978,0.073,
713965683,35,M,3,Post-Graduate,Married,$80K - $120K,Blue,28,3,1,2,4380,0,4380,0.719,17258,121,0.704,0,
713063958,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562,1080,6482,0.561,5010,85,0.7,0.143,
720809358,39,M,1,College,Unknown,$40K - $60K,Blue,32,1,1,3,4874,2317,2557,0.854,7776,98,0.782,0.475,
717622308,63,F,0,High School,Single,Less than $40K,Blue,36,4,3,3,2074,1688,386,0.62,4232,75,0.5,0.814,
713679633,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,0.305,1813,51,0.759,0,
714731208,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2,2,1651,1433,218,0.985,4050,58,0.611,0.868,
827953683,41,M,2,Graduate,Married,$60K - $80K,Blue,37,1,2,1,3786,1171,2615,0.697,5369,75,0.596,0.309,
721305408,48,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,3378,0,3378,0.58,4761,81,0.884,0,
714140133,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,2314,1547,767,0.804,4678,74,1,0.669,
713755458,50,M,1,Unknown,Unknown,$80K - $120K,Blue,36,6,3,4,9959,952,9007,0.825,10310,63,1.1,0.096,
780251658,32,M,1,High School,Married,$40K - $60K,Blue,18,4,1,4,4583,1586,2997,0.828,2395,57,0.781,0.346,
788997408,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,1917,278,0.535,4205,65,0.625,0.873,
769189083,46,F,2,Graduate,Single,Less than $40K,Blue,40,4,2,4,1438.3,639,799.3,0.768,4427,85,0.735,0.444,
713701533,51,M,2,Unknown,Married,$80K - $120K,Blue,39,4,3,2,9773,1998,7775,0.782,3578,71,0.775,0.204,
713231658,45,F,2,Doctorate,Single,Less than $40K,Blue,33,6,2,3,5553,1117,4436,0.914,3744,52,0.793,0.201,
721451208,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540,0,30540,0.602,1980,36,0.8,0,
713850783,56,F,1,College,Married,Unknown,Blue,36,6,2,2,4263,0,4263,0.64,4876,70,1.188,0,
789076083,50,F,3,High School,Single,Less than $40K,Blue,38,6,3,2,2775,1475,1300,0.854,4608,84,0.647,0.532,
714173808,44,F,4,Graduate,Single,Less than $40K,Blue,34,5,1,2,4214,1249,2965,0.542,1389,34,0.478,0.296,
720344658,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226,1847,16379,0.845,1681,43,0.87,0.101,
720512433,56,M,1,Uneducated,Single,$60K - $80K,Blue,36,6,4,3,15219,2281,12938,0.832,7625,78,0.95,0.15,
711117108,48,F,3,High School,Married,Unknown,Silver,36,4,2,3,32611,1718,30893,0.971,3916,61,0.605,0.053,
710013258,44,F,3,High School,Single,Less than $40K,Blue,31,3,2,2,1980,823,1157,0.861,4467,69,0.683,0.416,
801380808,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,2517,23377,1.046,4847,49,0.815,0.097,
778447908,51,M,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558,0,3558,0.57,4136,65,0.912,0,
714222183,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1,1,2132,1084,1048,0.767,4874,78,0.66,0.508,
720565458,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,2,3,3,17306,0,17306,0.4,6205,65,0.806,0,
720731808,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437,0,2437,0.912,3068,53,0.656,0,
715234008,54,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717,1590,3127,0.802,4216,67,0.595,0.337,
713511108,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589,
779662308,49,F,2,Unknown,Married,Less than $40K,Blue,32,3,1,3,1438.3,710,728.3,0.683,3808,80,0.569,0.494,
772364358,54,F,2,High School,Unknown,Less than $40K,Blue,44,1,1,1,2691,811,1880,0.767,4413,80,0.633,0.301,
712125258,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,
710590683,33,M,2,Unknown,Married,$120K +,Blue,36,3,3,5,16127,0,16127,0.769,7729,82,1,0,
715848408,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,6,1,8851,0,8851,0.731,1257,36,0.44,0,
815288583,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815,1591,3224,1.409,2501,36,0.714,0.33,
713664258,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344,2014,12330,0.726,7359,85,0.574,0.14,
