order_num,sku,qty
TF1810050009645,28132204643,1
TF1810050009645,18133103438,3
TF1810050009645,18245103936,1
TF1810050009645,28132204743,2
TF1810050009645,28132204641,1
TF1810090016427,17293301338,3
TF1810090016427,17291105737,3
TF1810090016427,18293304336,2
TF1810090016427,17293301336,2
TF1810090016427,17293305937,1
TF1810090016427,17293301337,1
TF1810090016427,25241808238,1
TF1810090016427,25241808236,3
TF1810090016427,25241808237,2
TF1810080020674,88181101443,3
TF1810080020674,88082107740,1
TF1810080020674,7291100338,3
TF1810080020674,7291201937,2
TF1810080020674,7291201935,2
TF1810080020674,18221122536,3
TF1810080020674,18221122537,1
TF1810080020674,18221122538,2
TF1810080020674,18221122535,3
TF1810070018987,18291150034,3
TF1810070018987,18293304338,1
TF1810070018987,18293304336,2
TF1810070018987,28242919236,1
TF1810070018987,18291145337,1
TF1810070018987,18291127335,3
TF1810070018987,28242919237,1
TF1810070018987,18291121536,2
TF1810070018987,28242919238,3
TF1810070018987,28244926036,3
TF1810090016409,25241808237,2
TF1810090016409,17293114435,2
TF1810090016409,25241808238,3
TF1810090016409,17293114439,2
TF1810090016409,25241808236,1
TF1810090016409,17291217434,2
TF1810090016409,17293305936,2
TF1810090016409,17293113935,1
TF1810090016409,17293113936,1
TF1810090016409,18293304337,2
TF1810080020777,88181102139,2
TF1810080020777,88181102140,3
TF1810080020777,88181102142,2
TF1810080020777,88181102138,3
TF1810080020777,88181101440,3
TF1810080020777,88181101942,1
TF1810080020777,88181102141,1
TF1810080020777,88181101442,2
TF1810080020777,88181101441,1
TF1810080020777,88181101941,3
TF1810080020777,88181101438,1
TF1810090016442,17293120039,1
TF1810090016442,17293120037,3
TF1810090016442,17293119535,3
TF1810090016442,17293119536,2
TF1810090016442,18293304339,3
TF1810090016442,17291109534,2
TF1810090016442,17291109536,1
TF1810090016600,17293114438,3
TF1810090016600,28132204741,2
TF1810090016600,28132204740,2
TF1810090016600,88181101440,3
TF1810090016600,17293113936,1
TF1810090016600,17293113937,2
TF1810090016600,17293113939,1
TF1810090016600,28132204738,1
TF1810090016600,17293305937,3
TF1810090016600,18291132836,1
TF1810090016600,18291127935,3
TF1810090016487,17293114436,1
TF1810090016487,17293114438,2
TF1810080028639,40082011139,3
TF1810080028639,40082088941,2
TF1810080028639,40082011238,2
TF1810080028639,18143104742,1
TF1810080028639,40082088938,3
TF1810080028639,40082011239,1
TF1810080028639,18121118541,2
TF1810080028639,40082088939,1
TF1810080028639,40082011142,1
TF1810080028639,40082011140,3
TF1810080028639,28882200142,1
TF1810080028639,40082088943,2
TF1810080028639,18145100040,2
TF1810080028639,28242919739,1
TF1810080027679,40082011241,3
TF1810080027679,40082088843,3
TF1810080027679,40082088938,3
TF1810080027679,40082088940,2
TF1810080027679,17145257644,1
TF1810080027679,17145257642,2
TF1810080027679,17145257640,3
TF1810080027679,17145257643,3
TF1810080027679,17145257641,3
TF1810080027679,17145257639,3
TF1810080020777,88181101439,2
TF1810080020777,88082107741,2
TF1810080020777,88082107742,1
TF1810080020777,88082107740,2
TF1810080020777,16142405142,2
TF1810080020777,28135212740,2
TF1810080020777,28135212738,1
TF1810080020777,28135212741,1
TF1810080020777,28135212739,3
TF1810090016034,18293304335,2
TF1810090016034,18291127337,3
TF1810090016034,18221204539,3
TF1810090016034,18291127338,2
TF1810090016034,28132204642,2
TF1810090016034,18291121536,2
TF1810090016034,28132204640,1
TF1810090016034,17293117638,2
TF1810090016034,18293304337,3
TF1810090016034,18291121537,1
TF1810080028667,17121208139,3
TF1810080028667,40082011138,2
TF1810080028667,40082011142,2
TF1810080028667,40082088841,2
TF1810080028667,26131205942,2
TF1810080028667,40082011143,1
TF1810080028667,28882200140,1
TF1810080028667,28882200142,1
TF1810080028667,28882200139,3
TF1810090016054,18291121535,2
TF1810090016054,17293301336,2
TF1810090016054,17293305935,1
TF1810090016054,17293301338,3
TF1810090016054,17293301339,2
TF1810090016054,17293117637,3
TF1810090016054,17293113935,3
TF1810090016054,17293117638,3
TF1810090016054,17293117639,3
TF1810090016027,18145216942,3
TF1810090016027,17293305939,3
TF1810090016027,17291105735,3
TF1810090016027,17293305935,3
TF1810090016027,17293113936,2
TF1810090016027,18291121537,2
TF1810090016027,17291117537,2
TF1810090016027,18291121536,2
608051325,38579345038,1
608056334,38787312437,3
608056334,38579345037,1
TF1810050020155,18293304434,3
TF1810050020155,18293304435,3
TF1810050020155,18293304436,1
TF1810050020155,18293304437,1
TF1810050020155,18293304438,1
TF1810050020155,18293304439,1
TF1810050020329,18293304434,1
TF1810050020329,18293304435,1
TF1810050020329,18293304436,1
TF1810050020329,18293304437,1
TF1810050020329,18293304438,1
TF1810050020329,18293304439,3
TF1810050019637,16291110435,2
TF1810050019637,26241807638,1
TF1810050019637,16291110438,2
TF1810050019637,26241802636,1
TF1810050019637,16291110437,3
TF1810050019637,16291110436,1
TF1810050019637,26241800639,2
TF1810050019637,35291102838,3
TF1810050019637,16292320036,3
TF1810050019637,35291102938,2
TF1810050019637,35291102934,1
TF1810050019637,26241801234,3
TF1810050019637,26241804337,1
TF1810050019637,6291200837,3
TF1810050019637,35291102939,2
TF1810050019637,26241804335,2
TF1810050009290,88181101438,1
TF1810050009290,88181101440,2
TF1810050009290,88181101442,3
TF1810050009290,88181101439,3
TF1810050009290,18221129438,2
TF1810050009290,18221129436,1
TF1810050009290,18291100937,2
TF1810050009290,18221129435,1
TF1810050009290,18291100936,3
TF1810050009290,28135212741,2
TF1810050009290,88161301743,1
TF1810050009290,88161301842,3
TF1810050009290,88161301841,1
TF1810050009290,28132203042,3
TF1810050009290,28132203040,3
TF1810050009290,28132203041,3
TF1810050020204,18293107635,2
TF1810050020204,18293107636,1
TF1810050020204,18293107637,1
TF1810050020204,18293107638,2
TF1810050020204,18293107639,2
TF1810050020204,18293107640,3
TF1810050009314,88183100441,2
TF1810050009314,88183100439,1
TF1810050009314,18245107636,1
TF1810050009314,28881107541,3
TF1810050009314,18221123136,3
TF1810050009314,18221123137,2
TF1810050009314,18245103237,3
TF1810050009314,18243114738,1
TF1810050009314,18221121738,3
TF1810050009314,18291100937,1
TF1810050009314,18291100936,2
TF1810050009314,18243114736,2
TF1810050009314,28235229936,3
TF1810050009314,28235229935,3
TF1810050009802,18133103441,1
TF1810050009802,18133103440,1
TF1810050009802,88082104241,1
TF1810050009802,18133103439,3
TF1810050009802,88082104238,3
TF1810050009802,88082104239,1
TF1810050009802,17243101435,2
TF1810050009802,17243101539,2
TF1810050009802,27111229741,3
TF1810050009802,88082104240,3
TF1810050009802,17145260838,2
TF1810050009802,7291201436,1
TF1810050009802,27211216338,2
TF1810050009802,27111229739,3
TF1810050020329,28244926436,3
TF1810050020329,18245101838,1
TF1810050020329,28242917439,1
TF1810050020329,28244926137,2
TF1810050020329,28244926135,2
TF1810050020329,28244926136,1
TF1810050020329,28244926038,1
TF1810050020329,28244926438,2
TF1810050020329,28244926439,1
TF1810050020329,28244926036,2
TF1810050020329,28244926039,3
TF1810050020329,28244926035,2
TF1810050020329,28244926435,3
TF1810050020329,28244926437,2
TF1810050020162,26241807638,2
TF1810050020162,6491105438,3
TF1810050020162,16292400035,1
TF1810050020162,26241807639,3
TF1810050020162,16292317935,3
TF1810050009676,17243101538,1
TF1810050009676,17243101539,3
TF1810050009676,17243101439,3
TF1810050009676,28235229937,3
TF1810050009676,18143114743,3
TF1810050009676,88181101441,2
TF1810050009676,88181101439,3
TF1810050009676,88181101440,2
TF1810050009676,88181101442,2
TF1810080021046,7291100438,2
TF1810080021046,7291100238,3
TF1810080021046,28882307237,2
TF1810080021046,28882307238,3
TF1810080021046,28882307239,1
TF1810080021046,28882307235,2
TF1810080021046,88082107742,2
TF1810080021046,88082107741,1
TF1810080021046,18221122538,3
TF1810080021046,18221122536,2
TF1810080021046,18221122537,3
TF1810070019022,18293304334,3
TF1810070019022,28244926036,1
TF1810070019022,28242919735,1
TF1810070019022,18293304336,2
TF1810070019022,18291127338,3
TF1810070019022,18291127339,3
TF1810070019022,18291127336,1
TF1810070019143,18293304334,1
TF1810070019143,18293304335,3
TF1810070019143,18291127338,2
TF1810070019143,18291127336,1
TF1810070019143,18291127335,3
TF1810090016027,18293304337,2
TF1810090016027,17293305936,3
TF1810090016027,18293304339,2
TF1810090016027,17293113938,3
TF1810090016027,18291127339,2
TF1810090016027,17291105738,1
TF1810090016027,18291127337,2
TF1810090016027,18291127338,3
TF1810090016027,17291105736,1
TF1810090016027,18145100042,3
TF1810090016027,18145100041,1
TF1810090016442,17291217435,3
TF1810090016442,17291217437,3
TF1810090016442,18293304335,2
TF1810090016442,18293304336,2
TF1810090016442,17293117637,1
TF1810090016442,17291204736,2
TF1810090016442,17293301337,3
TF1810090016442,17293301335,1
TF1810090016442,17291204737,1
TF1810090016442,17293113935,1
TF1810090016681,17293117638,1
TF1810090016681,17293113939,1
TF1810090016681,18293304339,1
TF1810090016681,18293304338,3
TF1810090016681,17293305936,1
TF1810090016681,17293305937,3
TF1810090016681,18291121535,1
TF1810090016681,17291204738,3
TF1810090016681,17293305938,2
TF1810090016681,17291204737,2
TF1810090016681,28132204639,2
TF1810080028605,57245101435,2
TF1810080028605,40082011144,3
TF1810080028605,18143104741,1
TF1810080028605,57245101438,2
TF1810080028605,57245101437,3
TF1810080028605,18143104742,3
TF1810080028605,40082088938,1
TF1810080028605,40082088940,1
TF1810080028605,40082088941,2
TF1810080028605,28882200141,2
TF1810080028605,28211213436,1
TF1810080028605,17145257741,2
TF1810080028605,40082088944,2
TF1810080028605,40082011138,1
TF1810080028605,28211213438,3
TF1810080028605,18143104641,3
TF1810080028605,28211213437,2
TF1810080028605,18221121636,2
TF1810080028605,28882200039,3
TF1810080028605,28882200040,1
TF1810080028605,28882200143,3
TF1810080028605,40082088942,3
TF1810080020777,88183100443,2
TF1810080020777,88181101938,1
TF1810080020777,88082105139,1
TF1810080020777,88082105141,2
TF1810080020777,88082105140,2
TF1810080020777,28132204640,1
TF1810080020777,28132204639,2
TF1810080020777,28132204642,3
TF1810080020777,28132204638,1
TF1810080020777,88082105143,2
TF1810080020777,88082105241,1
TF1810080020777,88082106339,3
TF1810080020777,28132204641,1
TF1810070018987,28242301137,1
TF1810070018987,28242301136,2
TF1810070018987,28242301138,1
TF1810070018987,18293304339,1
TF1810050020329,18245101835,1
TF1810050020329,18245101839,2
TF1810050020220,18293107635,3
TF1810050020220,18293107636,2
TF1810050020220,18293107637,2
TF1810050020220,18293107638,3
TF1810050020220,18293107639,3
TF1810050020220,18293107640,2
TF1810050020220,18293304434,1
TF1810050020220,18293304435,1
TF1810050020220,18293304436,3
TF1810050020220,18293304437,1
TF1810050020220,18293304438,3
TF1810050020220,18293304439,2
TF1810050020145,16292320036,2
TF1810050020145,16292320038,3
TF1810050020145,26241802637,1
TF1810050020145,16291110339,1
TF1810050020145,26241802636,3
TF1810050020145,26241802638,2
TF1810050020145,16292400136,2
TF1810050020145,6291200838,2
TF1810050020145,6291200835,1
TF1810050019637,6491105435,3
TF1810050019637,6491105438,1
TF1810050019637,6491105436,1
TF1810050019637,6491105439,2
TF1810050019637,6491105437,3
TF1810050020081,16292300535,1
TF1810050020081,16291115235,1
TF1810050020081,26241804339,3
TF1810050020081,26241804335,3
TF1810050020081,6291200836,3
TF1810050020081,26241804336,1
TF1810050020081,16291109137,1
TF1810050020162,16291108736,3
TF1810050020162,16291108735,2
TF1810050020162,16291115235,2
TF1810050020162,6291200838,1
TF1810050020162,6291200836,2
TF1810050020162,16291110438,1
TF1810050020162,16291108738,2
TF1810050020162,56292802635,2
TF1810050020162,56292802636,1
TF1810050020162,16292317937,2
TF1810050020209,28242917535,1
TF1810050020209,28242917536,1
TF1810050020209,28242917537,1
TF1810050020209,28242917538,1
TF1810050020209,28242917539,1
TF1810050009676,28232210336,3
TF1810050009676,28232210338,1
TF1810050009676,28131206341,1
TF1810050009676,18143114742,3
TF1810050009676,18145216943,2
TF1810050009676,28131206342,3
TF1810050009676,28232210339,2
TF1810050009676,88181100439,2
TF1810050009676,18143114740,3
TF1810050009676,18245101636,3
TF1810050009676,18143114738,3
TF1810050009290,88161301739,2
TF1810050009290,88161301741,1
TF1810050009290,88161300242,2
TF1810050009290,88161300239,1
TF1810070018987,18293304335,2
TF1810070018987,28247909039,1
TF1810070018987,18293304337,2
TF1810070019143,18293104638,3
TF1810070019143,18291150137,2
TF1810070019143,28242919235,3
TF1810070019143,28242919239,3
TF1810070019143,28247909036,1
TF1810070019143,28247909037,3
TF1810070019143,28247909035,1
TF1810090016695,17291204735,1
TF1810090016695,17293117636,2
TF1810090016695,18291127335,1
TF1810090016695,17293113937,1
TF1810090016695,18245101538,1
TF1810090016695,18291127334,2
TF1810090016695,18291127339,2
TF1810120016231,28871300841,3
TF1810120016231,28132204840,1
TF1810120016231,28871300842,1
TF1810120016231,27241813836,2
TF1810120016231,7293300639,1
TF1810120016231,28132204843,3
TF1810120016231,28132204841,3
TF1810120016231,17293105937,2
TF1810120016231,27241813838,2
TF1810120016687,16291113536,3
TF1810120016687,7293101838,3
TF1810120016687,7293101839,3
TF1810120016687,17291101738,1
TF1810120016687,17291101739,1
TF1810120016687,17291101737,1
TF1810120021235,18291147137,3
TF1810120021235,18291147135,1
TF1810120021235,18293111039,2
TF1810120021235,18293312437,3
TF1810120021235,18203109339,2
TF1810120021235,28244926038,1
TF1810120021235,28244926036,1
TF1810120021235,18293304336,3
TF1810120021235,28244926039,1
TF1810120021235,18291147138,3
TF1810120021235,18291147136,1
TF1810120021235,18291105339,2
TF1810120021235,28244926035,3
TF1810120021045,7293300335,2
TF1810120021045,7293300337,2
TF1810120021045,7293300336,1
TF1810120021045,27241813536,2
TF1810120021045,27241813537,2
TF1810110014166,17293111736,1
TF1810110014166,17291116435,2
TF1810110014166,17291116434,3
TF1810110014166,17291116436,3
TF1810120016231,17293114437,3
TF1810120016231,28871300843,3
TF1810120016231,27241811036,3
TF1810120016231,27241810137,2
TF1810120016231,7293300636,3
TF1810120016231,17293114438,3
TF1810120021235,18293312338,3
TF1810120021235,18293312337,3
TF1810120021235,28242919338,2
TF1810120021235,28242919337,1
TF1810120021235,18291132837,2
TF1810120021235,18291122639,3
TF1810120021235,18203101536,3
TF1810120021235,18203101537,2
TF1810120021235,18291147035,1
TF1810050020204,18293107335,3
TF1810050020204,18293107336,2
TF1810050020204,18293107337,2
TF1810050020204,18293107338,3
TF1810050020204,18293107339,3
TF1810050020204,18293107340,3
TF1810050020220,28244926140,1
TF1810050020220,28244926137,1
TF1810050020220,18143114840,2
TF1810050020220,28244926337,3
TF1810050020220,28242917435,3
TF1810050020220,28242917438,1
TF1810050020220,28242917437,1
TF1810050020220,28244926136,2
TF1810050020220,28244926135,3
TF1810050020220,28247907235,1
TF1810050020171,18293107635,1
TF1810050020171,18293107636,3
TF1810050020171,18293107637,1
TF1810050020171,18293107638,3
TF1810050020171,18293107639,2
TF1810050020171,18293107640,1
TF1810050020162,26241805336,1
TF1810050020162,15292313035,3
TF1810050020162,16292317838,2
TF1810050020162,16291101238,3
TF1810050020162,16292317939,2
TF1810050020162,26241804338,2
TF1810050020162,26241804336,3
TF1810050020204,28247909035,3
TF1810050020204,28247909036,1
TF1810050020204,28247909037,3
TF1810050020204,28247909038,1
TF1810050020204,28247909039,3
TF1810050020160,18293107635,1
TF1810050020160,18293107636,1
TF1810050020160,18293107637,2
TF1810050020160,18293107638,1
TF1810050020160,18293107639,1
TF1810050020160,18293107640,3
TF1810050009425,18121115342,3
TF1810050009425,18143119041,3
TF1810050009425,18143119043,2
TF1810050009425,18121115340,1
TF1810050009425,18143119040,3
TF1810050009425,88183100442,3
TF1810050009425,18143111642,2
TF1810050009425,88183100439,1
TF1810050009425,18143111640,1
TF1810050009425,18143119039,3
TF1810050009425,17221100739,1
TF1810050009425,17221100737,3
TF1810050009425,18143119042,2
TF1810050020364,28247907238,1
TF1810050020364,28242917439,2
TF1810050020364,28247907237,3
TF1810050020364,28242917435,1
TF1810050020364,28242917436,3
TF1810050020364,18293107340,2
TF1810050020364,28247907236,3
TF1810050020364,28247907235,2
TF1810050020041,15292309936,3
TF1810050020041,26241804536,1
TF1810050020041,26241804538,1
TF1810050020041,20026241135,2
TF1810050020041,26241804535,1
TF1810050020303,28247909035,2
TF1810050020303,28247909036,3
TF1810050020303,28247909037,3
TF1810050020303,28247909038,2
TF1810050020303,28247909039,2
TF1810050020204,18293304434,1
TF1810050020204,18293304435,3
TF1810050020204,18293304436,3
TF1810050020204,18293304437,1
TF1810050020204,18293304438,2
TF1810050020204,18293304439,3
TF1810050020160,18293306134,2
TF1810050020160,18293306135,1
TF1810050020160,18293306136,2
TF1810050020160,18293306137,1
TF1810050020160,18293306138,2
TF1810050020160,18293306139,3
TF1810050020364,28247907335,3
TF1810050020364,28247907336,1
TF1810050020364,28247907337,2
TF1810050020364,28247907338,2
TF1810050020364,28247907339,1
TF1810050009802,17221102137,1
TF1810050009802,7291200536,2
TF1810050009802,7291202239,3
TF1810050009802,27211216339,1
TF1810050009802,27111229940,2
TF1810050009802,7291200537,2
TF1810050009802,27111229941,3
TF1810050009802,17221102338,2
TF1810050009802,17221102336,2
TF1810050009802,27111229938,2
TF1810050009314,18245108738,1
TF1810050009314,28235230038,3
TF1810050009314,18245103238,1
TF1810050009314,18145100040,2
TF1810050009314,18145100342,2
TF1810050009314,28131206238,2
TF1810050009314,28235225436,3
TF1810050009314,28132203040,2
TF1810050009314,28881107542,2
TF1810050009314,28881107543,3
TF1810050009314,18245108735,1
TF1810050009314,28881107538,3
TF1810050009314,28132203042,3
TF1810050009314,28132203038,2
TF1810050009314,28132203039,2
TF1810050020220,28244926339,1
TF1810050020220,28244926338,1
TF1810050020220,28244926335,1
TF1810050020220,28247907238,3
TF1810050020220,28244926340,1
TF1810050020220,28244926336,1
TF1810050020220,28247907237,3
TF1810050020220,18145217041,1
TF1810050020220,28247907236,3
TF1810050020160,28132203041,1
TF1810050020160,28247907237,2
TF1810050020160,28247907238,2
TF1810050020160,28247907236,3
TF1810050020160,28247907235,3
TF1810050019637,26241808735,3
TF1810050019637,26241808739,3
TF1810050019637,16292320035,3
TF1810050020041,16292400137,1
TF1810050020041,16292400136,2
TF1810050020041,16292400135,2
TF1810050020162,26241807637,1
TF1810050020162,16291101235,2
TF1810050020162,16291109139,1
TF1810050020162,6492303538,3
TF1810050020162,26241804335,3
TF1810050020162,6492303537,3
TF1810050020160,28242917439,2
TF1810050020160,28244926138,2
TF1810050020160,28244926135,1
TF1810050020160,28244926139,1
TF1810050020160,28242917539,1
TF1810050020160,28242917538,1
TF1810050020160,28242917536,2
TF1810050020160,28242917537,3
TF1810050009645,18133103440,3
TF1810050009645,18133103439,3
TF1810050009645,18121118441,2
TF1810050009645,17243100035,3
TF1810050009645,17243100038,1
TF1810050009645,17243100036,2
TF1810050009645,28235225437,2
TF1810050009645,17243100037,1
TF1810050009645,18143116444,1
TF1810050009645,18143500139,3
TF1810050009645,17243302239,1
TF1810050009645,28132204741,2
TF1810050009645,28242300939,2
TF1810050009645,28119203039,3
TF1810050020376,28247907239,3
TF1810050020376,28242917535,1
TF1810050020376,28242917537,3
TF1810050020376,28242917536,1
TF1810050020376,28132203041,1
TF1810050020376,28132203040,3
TF1810050020376,28132203039,2
TF1810050020376,28242917439,3
TF1810050020376,28244926440,1
TF1810090015952,17293305937,1
TF1810090015952,18293304338,1
TF1810090015952,17293113937,3
TF1810090015952,17293113936,3
TF1810090015952,18293304335,1
TF1810090015952,17293305936,2
TF1810090015952,18293304339,1
TF1810090015952,17293120038,1
TF1810090016054,18291132836,3
TF1810090016054,18291132835,3
TF1810090016054,17291117536,2
TF1810090016054,18291127338,2
TF1810090016054,17293113937,3
TF1810090016054,17293114438,2
TF1810090016054,17293114437,2
TF1810090016054,18293304335,3
TF1810090016054,18291147835,2
TF1810070018987,18291121534,3
TF1810070018987,18291121535,3
TF1810070018987,18291121537,3
TF1810070018987,18291121539,2
TF1810070018987,28242918735,1
TF1810070018987,18291121538,1
TF1810090016027,17291117535,3
TF1810090016027,18293304335,3
TF1810090016027,17291117536,3
TF1810090016027,28132204640,2
TF1810090016027,17291117539,3
TF1810090016027,17293117638,1
TF1810090016027,28132204643,1
TF1810090016027,17293305937,2
TF1810090016027,17291117538,2
TF1810080020674,28882307237,3
TF1810080020674,88181102140,3
TF1810080020674,88181102142,2
TF1810080020674,88181102139,2
TF1810080020674,88181101940,3
TF1810080020674,88181101441,2
TF1810080020674,88181101442,1
TF1810080020674,88181101939,1
TF1810080020674,28135212741,2
TF1810080020674,28135212740,3
TF1810080020674,28135212738,1
TF1810080020674,88181101942,2
TF1810070018987,28247909038,2
TF1810070018987,18291127338,3
TF1810070018987,18291150037,2
TF1810070018987,18293301739,2
TF1810070018987,18293104636,1
TF1810070018987,18293301737,1
TF1810070018987,18293104635,2
TF1810070018987,18293301738,2
TF1810070018987,18293104637,2
TF1810090016054,17293301335,3
TF1810090016054,17291105738,1
TF1810090016054,17291105736,1
TF1810090016054,88163500243,2
TF1810090016054,18121116142,1
TF1810090016054,17293301337,3
TF1810090016054,18291121538,1
TF1810090016054,18291121539,1
TF1810090015833,18291121537,3
TF1810090015833,17293117638,2
TF1810090015833,17293305937,3
TF1810090015833,18121116143,1
TF1810090015833,18291121536,3
TF1810090015833,18291121538,1
TF1810090015833,18291127338,2
TF1810090015833,18291127337,1
TF1810090015833,17293305939,2
TF1810090016600,18293304339,2
TF1810090016600,17293114436,3
TF1810090016600,17293114439,1
TF1810090016600,18293304338,2
TF1810090016600,17293113938,3
TF1810090016600,18291132834,1
TF1810090016600,18291132835,2
TF1810090016600,25241808237,3
TF1810090016600,25241808236,3
TF1810090016600,25241808239,2
TF1810070019143,28244926135,3
TF1810070019143,28244926138,2
TF1810070019143,28244926136,2
TF1810070019143,18291145337,1
TF1810070019143,28242918737,2
TF1810070019143,18291145336,3
TF1810070019143,28242918738,1
TF1810070019143,18291145334,2
TF1810070019143,18291145338,2
TF1810070019143,28244926038,3
TF1810080021061,88082105242,1
TF1810080021061,28135212738,2
TF1810080021061,28135212739,1
TF1810080021061,28135212741,3
TF1810080021061,88082105241,1
TF1810080021061,88082106140,1
TF1810080021061,88082107741,1
TF1810080021061,16142405141,3
TF1810080021061,28881108338,3
TF1810080021061,88082105238,3
TF1810080021061,18221122736,1
TF1810080021061,28881108340,3
TF1810080021061,28881108339,1
TF1810080028256,40082011138,1
TF1810080028256,17145257643,3
TF1810080028256,17145257639,1
TF1810080028256,40082088941,2
TF1810110014166,20026241836,3
TF1810110014166,20026241839,3
TF1810110014166,20026241835,2
TF1810110014166,7293300637,3
TF1810110014166,28871300838,1
TF1810120020838,28247908335,1
TF1810120020838,18203101539,3
TF1810120020838,18203101537,3
TF1810120020838,18203101538,1
TF1810120020838,18203101536,1
TF1810120020838,18203101535,1
TF1810120021066,28244926136,1
TF1810120021066,28244926137,3
TF1810120021066,18203101537,3
TF1810120021066,18293304335,2
TF1810120021066,17291104435,2
TF1810120021066,18291127336,3
TF1810120021209,17293105940,2
TF1810120021209,18291121538,2
TF1810120021209,18293312135,3
TF1810120021209,18293312238,1
TF1810120021209,18291127535,3
TF1810120021209,18291127536,3
TF1810120021209,18291127538,3
TF1810120021209,18293312136,2
TF1810120021209,18203109435,3
TF1810120021209,28244926037,2
TF1810120021209,18203109337,1
TF1810120021209,18203109335,2
TF1810120021209,18291127537,2
TF1810120020838,18291150039,1
TF1810120020838,18291147036,1
TF1810120020838,18293304337,3
TF1810120020838,18293102139,2
TF1810120020838,18293102137,3
TF1810120020838,18291147039,2
TF1810120020838,18203109340,2
TF1810120013837,28135218943,2
TF1810120013837,88163500243,2
TF1810120013837,28882307235,2
TF1810120013837,28882307237,3
TF1810120013837,28882307236,1
TF1810120013837,28882307239,2
TF1810120013837,28135218941,3
TF1810120013837,28135218942,2
TF1810110014080,88181101441,3
TF1810110014080,28135218938,2
TF1810110014080,28135218943,3
TF1810110014080,28135218940,1
TF1810110014080,28135218939,2
